"","cancion","popularidad","artista","artista_completo","album","top_pais","puesto","bailabilidad","energia","nota_musical","volumen","modo","hablado","acustico","instrumental","en_vivo","positividad","tempo","duracion","tiempo_compas","fecha"
"481","Baila Baila Baila - Remix",86,"Ozuna","Ozuna feat. Daddy Yankee feat. J Balvin feat. Farruko feat. Anuel Aa","Baila Baila Baila (Remix) [feat. Farruko, Anuel Aa]","El Top 50 de España",28,0.785,0.572,2,-7.504,1,0.123,0.0598,0,0.218,0.49,100.016,235284,4,"2019-04-25"
"482","Tuyo",41,"J.Beren","J.Beren","Tuyo","El Top 50 de España",29,0.811,0.881,7,-2.757,0,0.0405,0.183,0.00148,0.0651,0.649,99.987,175800,4,"2019-02-22"
"483","I Don't Care (with Justin Bieber)",98,"Ed Sheeran","Ed Sheeran feat. Justin Bieber","I Don't Care (with Justin Bieber)","El Top 50 de España",30,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947,4,"2019-05-10"
"484","I Remember",30,"Jose De Mara","Jose De Mara feat. Crusy feat. Brian Cross","I Remember","El Top 50 de España",31,0.653,0.962,0,-3.483,1,0.0545,0.0268,0.0303,0.109,0.639,125.005,236160,4,"2019-05-13"
"485","Ganas Sobran",77,"Bryant Myers","Bryant Myers feat. Miky Woodz feat. Justin Quiles","Cambio de Clima","El Top 50 de España",32,0.803,0.597,9,-4.144,1,0.127,0.369,0,0.0998,0.688,85.056,237920,4,"2019-02-08"
"486","Secreto",90,"Anuel Aa","Anuel Aa feat. Karol G","Secreto","El Top 50 de España",33,0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,258800,4,"2019-01-15"
"487","Que Mas Pues - Remix",87,"Sech","Sech feat. Justin Quiles feat. Maluma feat. Nicky Jam feat. Farruko feat. Dalex feat. Lenny Tavárez","Sueños","El Top 50 de España",34,0.648,0.661,11,-5.027,1,0.195,0.121,2.33e-06,0.12,0.813,113.363,305962,5,"2019-04-19"
"488","Date La Vuelta",83,"Luis Fonsi","Luis Fonsi feat. Sebastian Yatra feat. Nicky Jam","Date La Vuelta","El Top 50 de España",35,0.747,0.825,6,-2.903,1,0.0566,0.0487,0,0.107,0.866,94.006,219773,4,"2019-04-24"
"489","Aullando",86,"Wisin & Yandel","Wisin & Yandel feat. Romeo Santos","Los Campeones del Pueblo ""The Big Leagues""","El Top 50 de España",36,0.8,0.74,10,-4.52,0,0.0479,0.184,0,0.0558,0.775,90.035,226200,4,"2018-12-14"
"490","Me llama",75,"Beret","Beret","Me llama","El Top 50 de España",37,0.682,0.55,1,-5.91,1,0.105,0.175,0,0.116,0.271,90.727,211180,4,"2019-04-26"
"491","Hope",33,"Mike Wit","Mike Wit","What The End of A Relationship Sounds Like","El Top 50 de España",38,0.694,0.581,6,-7.382,1,0.0496,0.843,2.12e-06,0.0823,0.664,107.059,172722,4,"2019-05-03"
"492","Esclavo de Tus Besos",87,"Manuel Turizo","Manuel Turizo feat. Ozuna","Esclavo de Tus Besos","El Top 50 de España",39,0.805,0.671,5,-5.316,1,0.111,0.113,0,0.278,0.522,90.979,219302,4,"2019-02-15"
"493","Serpiente Veneno (feat. Ele A El Dominio)",76,"Kidd Keo","Kidd Keo feat. Ele A El Dominio","Serpiente Veneno (feat. Ele A El Dominio)","El Top 50 de España",40,0.918,0.527,1,-6.733,1,0.276,0.108,8.62e-05,0.0549,0.553,99.973,268437,4,"2019-04-26"
"494","Un Año",74,"Sebastian Yatra","Sebastian Yatra feat. Reik","FANTASÍA","El Top 50 de España",41,0.773,0.378,1,-7.062,0,0.0531,0.14,0,0.133,0.513,94.946,163813,4,"2019-04-12"
"495","Pa' Llamar Tu Atención (feat. MC Bin Laden)",73,"C. Tangana","C. Tangana feat. Alizzz feat. MC Bin Laden","Pa' Llamar Tu Atención (feat. MC Bin Laden)","El Top 50 de España",42,0.884,0.738,5,-3.265,0,0.0837,0.188,0,0.0812,0.678,131.91,177614,4,"2019-01-24"
"496","Ella Quiere Beber - Remix",86,"Anuel Aa","Anuel Aa feat. Romeo Santos","Ella Quiere Beber (Remix)","El Top 50 de España",43,0.75,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.697,95.239,219357,4,"2018-11-02"
"497","Ontas?",71,"C. Tangana","C. Tangana","Ontas?","El Top 50 de España",44,0.711,0.804,10,-3.606,0,0.0543,0.182,0,0.0973,0.88,172.001,197442,4,"2019-04-26"
"498","bad guy",100,"Billie Eilish","Billie Eilish","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","El Top 50 de España",45,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4,"2019-03-29"
"499","Punto G",72,"Karol G","Karol G","OCEAN","El Top 50 de España",46,0.791,0.746,6,-4.716,1,0.0907,0.00938,0.000117,0.125,0.905,165.994,183160,4,"2019-05-03"
"500","Baila Baila Baila",88,"Ozuna","Ozuna","Baila Baila Baila","El Top 50 de España",47,0.816,0.754,11,-2.75,0,0.111,0.0361,0,0.217,0.533,99.966,158400,4,"2019-01-05"
"501","Maldición",69,"Lola Indigo","Lola Indigo feat. Lalo Ebratt","Maldición","El Top 50 de España",48,0.807,0.613,6,-7.955,0,0.175,0.0191,0.00316,0.287,0.533,100.036,188693,4,"2019-04-26"
"502","Ocean",80,"Karol G","Karol G","OCEAN","El Top 50 de España",49,0.727,0.482,11,-6.193,1,0.115,0.933,0,0.388,0.487,74.93,155947,4,"2019-05-03"
"503","Baby",82,"Amenazzy","Amenazzy feat. Nicky Jam feat. Farruko","Baby","El Top 50 de España",50,0.7,0.71,11,-4.835,1,0.0532,0.327,0,0.129,0.582,167.971,235973,4,"2018-12-21"
"504","Calma - Remix",91,"Pedro Capó","Pedro Capó feat. Farruko","Calma (Remix)","El Top 50 de El Salvador",1,0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4,"2018-10-05"
"505","Desconocidos",86,"Mau y Ricky","Mau y Ricky feat. Manuel Turizo feat. Camilo","Desconocidos","El Top 50 de El Salvador",2,0.709,0.771,7,-4.598,1,0.166,0.146,3.29e-06,0.249,0.709,174.006,204453,4,"2018-10-12"
"506","MIA (feat. Drake)",88,"Bad Bunny","Bad Bunny feat. Drake","MIA (feat. Drake)","El Top 50 de El Salvador",3,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,"2018-10-11"
"507","Adan y Eva",87,"Paulo Londra","Paulo Londra","Adan y Eva","El Top 50 de El Salvador",4,0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0676,0.72,171.993,258639,4,"2018-11-05"
"508","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",88,"DJ Snake","DJ Snake feat. Selena Gomez feat. Ozuna feat. Cardi B","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","El Top 50 de El Salvador",5,0.841,0.798,1,-4.206,0,0.229,0.153,3.33e-06,0.0618,0.591,95.948,212500,4,"2018-09-28"
"509","Ella Quiere Beber - Remix",58,"Anuel Aa","Anuel Aa feat. Romeo Santos","Ella Quiere Beber (Remix)","El Top 50 de El Salvador",6,0.751,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.698,95.239,219357,4,"2018-11-02"
"510","Vaina Loca",83,"Ozuna","Ozuna feat. Manuel Turizo","Aura","El Top 50 de El Salvador",7,0.754,0.805,6,-4.249,1,0.0752,0.315,0,0.203,0.555,93.983,176133,4,"2018-08-24"
"511","Bubalu",81,"Becky G","Becky G feat. Prince Royce feat. DJ Luian feat. Mambo Kingz feat. Anuel Aa","Bubalu","El Top 50 de El Salvador",8,0.8,0.355,6,-10.47,0,0.0895,0.616,0,0.118,0.253,145.929,228493,4,"2018-11-06"
"512","Cuando Te Besé",81,"Becky G","Becky G feat. Paulo Londra","Cuando Te Besé","El Top 50 de El Salvador",9,0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-06,0.106,0.295,100.048,254383,4,"2018-08-02"
"513","Solo de Mi",74,"Bad Bunny","Bad Bunny","X 100PRE","El Top 50 de El Salvador",10,0.743,0.73,10,-4.314,0,0.125,0.287,8.1e-05,0.0778,0.15,179.972,197968,4,"2018-12-23"
"514","Culpables",80,"Karol G","Karol G feat. Anuel Aa","Culpables","El Top 50 de El Salvador",11,0.728,0.801,8,-2.942,0,0.0683,0.279,4.71e-06,0.143,0.416,130.059,226627,4,"2018-09-14"
"515","Ya No Tiene Novio",80,"Sebastian Yatra","Sebastian Yatra feat. Mau y Ricky","Ya No Tiene Novio","El Top 50 de El Salvador",12,0.632,0.832,7,-1.948,0,0.154,0.048,0,0.0705,0.784,182.184,198933,4,"2018-08-10"
"516","Adictiva",84,"Daddy Yankee","Daddy Yankee feat. Anuel Aa","Adictiva","El Top 50 de El Salvador",13,0.788,0.771,4,-3.206,0,0.0563,0.291,5.62e-05,0.172,0.701,99.038,207853,4,"2018-11-09"
"517","La Player (Bandolera)",79,"Zion & Lennox","Zion & Lennox","La Player (Bandolera)","El Top 50 de El Salvador",14,0.769,0.838,2,-5.238,1,0.0633,0.16,0,0.0935,0.602,93.996,249609,4,"2018-02-16"
"518","Ni Gucci Ni Prada",79,"Kenny Man","Kenny Man","Ni Gucci Ni Prada","El Top 50 de El Salvador",15,0.799,0.676,2,-5.644,1,0.169,0.41,0.000777,0.325,0.91,104.956,175200,4,"2018-09-14"
"519","Amanece",87,"Anuel Aa","Anuel Aa feat. Haze","Amanece","El Top 50 de El Salvador",16,0.79,0.631,8,-5.549,0,0.0425,0.437,0,0.158,0.889,94.039,190005,4,"2018-12-14"
"520","Imposible",79,"Luis Fonsi","Luis Fonsi feat. Ozuna","Imposible","El Top 50 de El Salvador",17,0.786,0.764,11,-2.935,1,0.0798,0.122,0,0.102,0.913,90.979,163880,4,"2018-10-19"
"521","thank u, next",63,"Ariana Grande","Ariana Grande","thank u, next","El Top 50 de El Salvador",18,0.724,0.647,1,-5.642,1,0.0658,0.28,0,0.102,0.435,106.96,207333,4,"2018-11-03"
"522","BEBE (feat. Anuel Aa)",80,"6ix9ine","6ix9ine feat. Anuel Aa","DUMMY BOY","El Top 50 de El Salvador",19,0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,217822,4,"2018-11-27"
"523","No Es Justo",76,"J Balvin","J Balvin feat. Zion & Lennox","Vibras","El Top 50 de El Salvador",20,0.684,0.811,7,-4.494,1,0.0714,0.161,0.000363,0.0871,0.721,87.866,250840,4,"2018-05-25"
"524","Créeme",83,"Karol G","Karol G feat. Maluma","Créeme","El Top 50 de El Salvador",21,0.715,0.872,6,-3.501,1,0.0547,0.154,0.000146,0.11,0.682,96.939,212493,4,"2018-11-02"
"525","Amigos Con Derechos",80,"Reik","Reik feat. Maluma","Amigos Con Derechos","El Top 50 de El Salvador",22,0.686,0.807,1,-3.324,1,0.0613,0.0481,0,0.0652,0.63,183.971,227476,4,"2018-08-31"
"526","Quiere Beber",49,"Anuel Aa","Anuel Aa","Real Hasta la Muerte","El Top 50 de El Salvador",23,0.773,0.57,8,-3.482,1,0.113,0.372,0.00524,0.108,0.772,95.038,187125,4,"2018-07-17"
"527","Sola",78,"Manuel Turizo","Manuel Turizo","Sola","El Top 50 de El Salvador",24,0.704,0.706,11,-5.233,0,0.111,0.483,0,0.0965,0.856,92.965,195044,4,"2018-11-09"
"528","Mala Mía",78,"Maluma","Maluma","Mala Mía","El Top 50 de El Salvador",25,0.749,0.752,6,-4.883,1,0.345,0.31,0,0.232,0.901,180.049,183753,4,"2018-08-10"
"529","Reggaeton",83,"J Balvin","J Balvin","Reggaeton","El Top 50 de El Salvador",26,0.747,0.74,4,-4.325,0,0.191,0.0165,9.94e-05,0.101,0.552,176.059,158800,4,"2018-11-17"
"530","Baby Girl (feat. Lalo Ebratt)",77,"Mario Bautista","Mario Bautista feat. Lalo Ebratt","Baby Girl (feat. Lalo Ebratt)","El Top 50 de El Salvador",27,0.804,0.705,1,-5.272,1,0.199,0.0275,0.000138,0.202,0.45,103.009,218470,4,"2018-08-17"
"531","Sunflower - Spider-Man: Into the Spider-Verse",95,"Post Malone","Post Malone feat. Swae Lee","Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)","El Top 50 de El Salvador",28,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,158040,4,"2018-12-14"
"532","Puntos Suspensivos",79,"Piso 21","Piso 21","Ubuntu","El Top 50 de El Salvador",29,0.823,0.731,11,-3.399,0,0.103,0.175,0,0.131,0.952,152.024,186316,4,"2018-05-11"
"533","PPP",78,"Kevin Roldan","Kevin Roldan","PPP","El Top 50 de El Salvador",30,0.786,0.65,4,-6.839,1,0.109,0.363,8.17e-05,0.122,0.712,92.975,129040,4,"2018-09-07"
"534","Te Boté - Remix",83,"Nio Garcia","Nio Garcia feat. Casper Magico feat. Bad Bunny feat. Darell feat. Ozuna feat. Nicky Jam","Te Boté (Remix)","El Top 50 de El Salvador",31,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920,4,"2018-04-13"
"535","Asesina - Remix",79,"Brytiago","Brytiago feat. Daddy Yankee feat. Ozuna feat. Darell feat. Anuel Aa","Asesina (Remix)","El Top 50 de El Salvador",32,0.825,0.69,10,-4.252,0,0.226,0.589,0,0.413,0.516,94.194,327467,4,"2018-10-31"
"536","Hipócrita",49,"Anuel Aa","Anuel Aa feat. Zion","Real Hasta la Muerte","El Top 50 de El Salvador",33,0.79,0.858,2,-2.78,1,0.0471,0.303,0,0.61,0.79,92.05,192000,4,"2018-07-17"
"537","Nena Maldición (feat. Lenny Tavárez)",75,"Paulo Londra","Paulo Londra feat. Lenny Tavárez","Nena Maldición (feat. Lenny Tavárez)","El Top 50 de El Salvador",34,0.762,0.631,6,-4.837,1,0.0544,0.178,0,0.146,0.379,118.969,228875,4,"2018-01-30"
"538","NI BIEN NI MAL",82,"Bad Bunny","Bad Bunny","X 100PRE","El Top 50 de El Salvador",35,0.826,0.449,5,-8.33,0,0.0674,0.556,1.85e-05,0.273,0.337,128.028,236216,4,"2018-12-23"
"539","Déjala que vuelva (feat. Manuel Turizo)",70,"Piso 21","Piso 21 feat. Manuel Turizo","Ubuntu","El Top 50 de El Salvador",36,0.681,0.788,1,-4.323,1,0.0785,0.0482,0,0.0753,0.839,170.019,220117,4,"2018-05-11"
"540","Estamos Bien",76,"Bad Bunny","Bad Bunny","X 100PRE","El Top 50 de El Salvador",37,0.759,0.536,9,-6.663,0,0.173,0.821,4.57e-06,0.107,0.439,119.883,208080,4,"2018-12-23"
"541","Por Perro",70,"Sebastian Yatra","Sebastian Yatra feat. Luis Figueroa feat. Lary Over","MANTRA","El Top 50 de El Salvador",38,0.684,0.762,0,-5.18,1,0.0501,0.429,0,0.0852,0.892,172.009,245440,4,"2018-05-18"
"542","I Like It",86,"Cardi B","Cardi B feat. Bad Bunny feat. J Balvin","Invasion of Privacy","El Top 50 de El Salvador",39,0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,253390,4,"2018-04-06"
"543","Happier",91,"Marshmello","Marshmello feat. Bastille","Happier","El Top 50 de El Salvador",40,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,4,"2018-08-17"
"544","Déjalo",76,"Nacho","Nacho feat. Manuel Turizo","Déjalo","El Top 50 de El Salvador",41,0.743,0.795,11,-5.733,1,0.0732,0.199,0,0.0577,0.682,95.003,202893,4,"2018-11-30"
"545","Ibiza",78,"Ozuna","Ozuna feat. Romeo Santos","Aura","El Top 50 de El Salvador",42,0.691,0.71,5,-5.144,1,0.334,0.254,0,0.108,0.726,192.046,200747,4,"2018-08-24"
"546","Sin Pijama",82,"Becky G","Becky G feat. Natti Natasha","Sin Pijama","El Top 50 de El Salvador",43,0.791,0.745,11,-3.695,0,0.0464,0.354,2.93e-05,0.104,0.82,94.014,188560,4,"2018-04-20"
"547","Caro",79,"Bad Bunny","Bad Bunny","X 100PRE","El Top 50 de El Salvador",44,0.651,0.575,0,-7.739,1,0.299,0.627,0.000202,0.0961,0.248,160.007,229456,4,"2018-12-23"
"548","Te Vi",88,"Piso 21","Piso 21 feat. Micro Tdh","Te Vi","El Top 50 de El Salvador",45,0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,0.706,102.02,231848,4,"2018-12-14"
"549","Girls Like You (feat. Cardi B)",79,"Maroon 5","Maroon 5 feat. Cardi B","Red Pill Blues (Deluxe)","El Top 50 de El Salvador",46,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235545,4,"2018-06-15"
"550","Epa Wei",75,"Danny Ocean","Danny Ocean","Epa Wei","El Top 50 de El Salvador",47,0.688,0.82,6,-4.715,0,0.155,0.233,0,0.091,0.804,107.833,208254,4,"2018-08-10"
"551","Me Rehúso",79,"Danny Ocean","Danny Ocean","Me Rehúso","El Top 50 de El Salvador",48,0.744,0.804,1,-6.327,1,0.0677,0.0231,0,0.0494,0.426,104.823,205715,4,"2017-06-16"
"552","Otra Noche en Miami",75,"Bad Bunny","Bad Bunny","X 100PRE","El Top 50 de El Salvador",49,0.514,0.646,1,-8.833,1,0.275,0.197,2.3e-05,0.0958,0.297,88.661,233128,4,"2018-12-23"
"553","Bohemian Rhapsody - Remastered 2011",78,"Queen","Queen","A Night At The Opera (Deluxe Remastered Version)","El Top 50 de El Salvador",50,0.397,0.396,3,-9.91,1,0.05,0.254,0,0.268,0.227,142.913,354320,4,"1975-11-21"
"554","Adan y Eva",87,"Paulo Londra","Paulo Londra","Adan y Eva","El Top 50 de Ecuador",1,0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0676,0.72,171.993,258639,4,"2018-11-05"
"555","Ganas",40,"D3llano","D3llano feat. Kira Brown feat. J. Parker","Ganas","El Top 50 de Ecuador",2,0.476,0.445,7,-10.239,0,0.387,0.448,7.13e-05,0.141,0.377,81.396,175243,4,"2019-02-15"
"556","Calma - Remix",91,"Pedro Capó","Pedro Capó feat. Farruko","Calma (Remix)","El Top 50 de Ecuador",3,0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4,"2018-10-05"
"557","Desconocidos",86,"Mau y Ricky","Mau y Ricky feat. Manuel Turizo feat. Camilo","Desconocidos","El Top 50 de Ecuador",4,0.709,0.771,7,-4.598,1,0.166,0.146,3.29e-06,0.249,0.709,174.006,204453,4,"2018-10-12"
"558","MIA (feat. Drake)",88,"Bad Bunny","Bad Bunny feat. Drake","MIA (feat. Drake)","El Top 50 de Ecuador",5,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,"2018-10-11"
"559","Ella Quiere Beber - Remix",58,"Anuel Aa","Anuel Aa feat. Romeo Santos","Ella Quiere Beber (Remix)","El Top 50 de Ecuador",6,0.751,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.698,95.239,219357,4,"2018-11-02"
"560","Cuando Te Besé",81,"Becky G","Becky G feat. Paulo Londra","Cuando Te Besé","El Top 50 de Ecuador",7,0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-06,0.106,0.295,100.048,254383,4,"2018-08-02"
"561","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",88,"DJ Snake","DJ Snake feat. Selena Gomez feat. Ozuna feat. Cardi B","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","El Top 50 de Ecuador",8,0.841,0.798,1,-4.206,0,0.229,0.153,3.33e-06,0.0618,0.591,95.948,212500,4,"2018-09-28"
"562","Adictiva",84,"Daddy Yankee","Daddy Yankee feat. Anuel Aa","Adictiva","El Top 50 de Ecuador",9,0.788,0.771,4,-3.206,0,0.0563,0.291,5.62e-05,0.172,0.701,99.038,207853,4,"2018-11-09"
"563","Imposible",79,"Luis Fonsi","Luis Fonsi feat. Ozuna","Imposible","El Top 50 de Ecuador",10,0.786,0.764,11,-2.935,1,0.0798,0.122,0,0.102,0.913,90.979,163880,4,"2018-10-19"
"564","Créeme",83,"Karol G","Karol G feat. Maluma","Créeme","El Top 50 de Ecuador",11,0.715,0.872,6,-3.501,1,0.0547,0.154,0.000146,0.11,0.682,96.939,212493,4,"2018-11-02"
"565","Ya No Tiene Novio",80,"Sebastian Yatra","Sebastian Yatra feat. Mau y Ricky","Ya No Tiene Novio","El Top 50 de Ecuador",12,0.632,0.832,7,-1.948,0,0.154,0.048,0,0.0705,0.784,182.184,198933,4,"2018-08-10"
"566","Puntos Suspensivos",79,"Piso 21","Piso 21","Ubuntu","El Top 50 de Ecuador",13,0.823,0.731,11,-3.399,0,0.103,0.175,0,0.131,0.952,152.024,186316,4,"2018-05-11"
"567","Vaina Loca",83,"Ozuna","Ozuna feat. Manuel Turizo","Aura","El Top 50 de Ecuador",14,0.754,0.805,6,-4.249,1,0.0752,0.315,0,0.203,0.555,93.983,176133,4,"2018-08-24"
"568","Ni Gucci Ni Prada",79,"Kenny Man","Kenny Man","Ni Gucci Ni Prada","El Top 50 de Ecuador",15,0.799,0.676,2,-5.644,1,0.169,0.41,0.000777,0.325,0.91,104.956,175200,4,"2018-09-14"
"569","PPP",78,"Kevin Roldan","Kevin Roldan","PPP","El Top 50 de Ecuador",16,0.786,0.65,4,-6.839,1,0.109,0.363,8.17e-05,0.122,0.712,92.975,129040,4,"2018-09-07"
"570","Reggaeton",83,"J Balvin","J Balvin","Reggaeton","El Top 50 de Ecuador",17,0.747,0.74,4,-4.325,0,0.191,0.0165,9.94e-05,0.101,0.552,176.059,158800,4,"2018-11-17"
"571","Bubalu",81,"Becky G","Becky G feat. Prince Royce feat. DJ Luian feat. Mambo Kingz feat. Anuel Aa","Bubalu","El Top 50 de Ecuador",18,0.8,0.355,6,-10.47,0,0.0895,0.616,0,0.118,0.253,145.929,228493,4,"2018-11-06"
"572","Solo de Mi",74,"Bad Bunny","Bad Bunny","X 100PRE","El Top 50 de Ecuador",19,0.743,0.73,10,-4.314,0,0.125,0.287,8.1e-05,0.0778,0.15,179.972,197968,4,"2018-12-23"
"573","Amanece",87,"Anuel Aa","Anuel Aa feat. Haze","Amanece","El Top 50 de Ecuador",20,0.79,0.631,8,-5.549,0,0.0425,0.437,0,0.158,0.889,94.039,190005,4,"2018-12-14"
"574","Amigos Con Derechos",80,"Reik","Reik feat. Maluma","Amigos Con Derechos","El Top 50 de Ecuador",21,0.686,0.807,1,-3.324,1,0.0613,0.0481,0,0.0652,0.63,183.971,227476,4,"2018-08-31"
"575","BEBE (feat. Anuel Aa)",80,"6ix9ine","6ix9ine feat. Anuel Aa","DUMMY BOY","El Top 50 de Ecuador",22,0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,217822,4,"2018-11-27"
"576","Mala Mía",78,"Maluma","Maluma","Mala Mía","El Top 50 de Ecuador",23,0.749,0.752,6,-4.883,1,0.345,0.31,0,0.232,0.901,180.049,183753,4,"2018-08-10"
"577","Sola",78,"Manuel Turizo","Manuel Turizo","Sola","El Top 50 de Ecuador",24,0.704,0.706,11,-5.233,0,0.111,0.483,0,0.0965,0.856,92.965,195044,4,"2018-11-09"
"578","Culpables",80,"Karol G","Karol G feat. Anuel Aa","Culpables","El Top 50 de Ecuador",25,0.728,0.801,8,-2.942,0,0.0683,0.279,4.71e-06,0.143,0.416,130.059,226627,4,"2018-09-14"
"579","Mocca",68,"Lalo Ebratt","Lalo Ebratt feat. Trapical","Mocca","El Top 50 de Ecuador",26,0.786,0.695,1,-5.343,0,0.353,0.185,0,0.123,0.591,97.957,200293,4,"2018-04-27"
"580","Déjalo",76,"Nacho","Nacho feat. Manuel Turizo","Déjalo","El Top 50 de Ecuador",27,0.743,0.795,11,-5.733,1,0.0732,0.199,0,0.0577,0.682,95.003,202893,4,"2018-11-30"
"581","Asesina - Remix",79,"Brytiago","Brytiago feat. Daddy Yankee feat. Ozuna feat. Darell feat. Anuel Aa","Asesina (Remix)","El Top 50 de Ecuador",28,0.825,0.69,10,-4.252,0,0.226,0.589,0,0.413,0.516,94.194,327467,4,"2018-10-31"
"582","No Es Justo",76,"J Balvin","J Balvin feat. Zion & Lennox","Vibras","El Top 50 de Ecuador",29,0.684,0.811,7,-4.494,1,0.0714,0.161,0.000363,0.0871,0.721,87.866,250840,4,"2018-05-25"
"583","Quiere Beber",49,"Anuel Aa","Anuel Aa","Real Hasta la Muerte","El Top 50 de Ecuador",30,0.773,0.57,8,-3.482,1,0.113,0.372,0.00524,0.108,0.772,95.038,187125,4,"2018-07-17"
"584","Baby Girl (feat. Lalo Ebratt)",77,"Mario Bautista","Mario Bautista feat. Lalo Ebratt","Baby Girl (feat. Lalo Ebratt)","El Top 50 de Ecuador",31,0.804,0.705,1,-5.272,1,0.199,0.0275,0.000138,0.202,0.45,103.009,218470,4,"2018-08-17"
"585","Por Perro",70,"Sebastian Yatra","Sebastian Yatra feat. Luis Figueroa feat. Lary Over","MANTRA","El Top 50 de Ecuador",32,0.684,0.762,0,-5.18,1,0.0501,0.429,0,0.0852,0.892,172.009,245440,4,"2018-05-18"
"586","La Player (Bandolera)",79,"Zion & Lennox","Zion & Lennox","La Player (Bandolera)","El Top 50 de Ecuador",33,0.769,0.838,2,-5.238,1,0.0633,0.16,0,0.0935,0.602,93.996,249609,4,"2018-02-16"
"587","Te Boté - Remix",83,"Nio Garcia","Nio Garcia feat. Casper Magico feat. Bad Bunny feat. Darell feat. Ozuna feat. Nicky Jam","Te Boté (Remix)","El Top 50 de Ecuador",34,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920,4,"2018-04-13"
"588","Ibiza",78,"Ozuna","Ozuna feat. Romeo Santos","Aura","El Top 50 de Ecuador",35,0.691,0.71,5,-5.144,1,0.334,0.254,0,0.108,0.726,192.046,200747,4,"2018-08-24"
"589","Me Voy",72,"Rombai","Rombai","Me Voy","El Top 50 de Ecuador",36,0.531,0.752,9,-3.33,0,0.2,0.214,0,0.145,0.884,192.443,177787,4,"2018-09-28"
"590","Justicia",69,"Silvestre Dangond","Silvestre Dangond feat. Natti Natasha","Justicia","El Top 50 de Ecuador",37,0.809,0.899,9,-1.098,0,0.103,0.0431,0,0.171,0.733,95.016,209227,4,"2018-06-29"
"591","Llegaste Tú",74,"CNCO","CNCO feat. Prince Royce","Llegaste Tú","El Top 50 de Ecuador",38,0.702,0.914,7,-2.934,0,0.0376,0.153,0,0.0625,0.563,96.991,190916,4,"2018-10-26"
"592","Tanta Falta",73,"Bryant Myers","Bryant Myers","Tanta Falta","El Top 50 de Ecuador",39,0.856,0.728,7,-3.497,1,0.0916,0.135,1e-06,0.2,0.797,89.999,181093,4,"2018-10-10"
"593","Cuando Nadie Ve",68,"Morat","Morat","Balas Perdidas","El Top 50 de Ecuador",40,0.806,0.778,1,-4.577,0,0.0616,0.133,0,0.218,0.84,95.993,219587,4,"2018-10-25"
"594","Sin Pijama",82,"Becky G","Becky G feat. Natti Natasha","Sin Pijama","El Top 50 de Ecuador",41,0.791,0.745,11,-3.695,0,0.0464,0.354,2.93e-05,0.104,0.82,94.014,188560,4,"2018-04-20"
"595","Hipócrita",49,"Anuel Aa","Anuel Aa feat. Zion","Real Hasta la Muerte","El Top 50 de Ecuador",42,0.79,0.858,2,-2.78,1,0.0471,0.303,0,0.61,0.79,92.05,192000,4,"2018-07-17"
"596","Está Rico",76,"Marc Anthony","Marc Anthony feat. Will Smith feat. Bad Bunny","Está Rico","El Top 50 de Ecuador",43,0.817,0.74,11,-4.566,0,0.283,0.266,0,0.0992,0.674,130.04,215151,4,"2018-09-28"
