"","cancion_nombre","cancion_popularidad","cancion_artista","cancion_artista_completo","cancion_album","cancion_numero","pais_nombre","feature_bailabilidad","feature_energia","feature_clave","feature_fuerza","feature_modo","feature_hablado","feature_acustico","feature_instrumental","feature_en_vivo","feature_positividad","feature_tempo","feature_duracion_ms","feature_tiempo_compas","album_fecha"
"229","Ocean",81,"Karol G","Karol G","OCEAN",27,"Panamá",0.727,0.482,11,-6.193,1,0.115,0.933,0,0.388,0.487,74.93,155947,4,"2019-05-03"
"230","Punto G",73,"Karol G","Karol G","OCEAN",28,"Panamá",0.791,0.746,6,-4.716,1,0.0907,0.00938,0.000117,0.125,0.905,165.994,183160,4,"2019-05-03"
"231","Miss Lonely - Dimelo Flow Remix",75,"Sech","Sech feat. Justin Quiles feat. De La Ghetto feat. Dimelo Flow","Sueños",29,"Panamá",0.669,0.711,0,-5.461,1,0.156,0.176,0,0.024,0.717,81.921,240366,4,"2019-04-19"
"232","La Cartera",81,"Farruko","Farruko feat. Bad Bunny","Gangalee",30,"Panamá",0.771,0.796,10,-4.106,0,0.0798,0.0385,9.35e-06,0.218,0.636,87.985,289907,4,"2019-04-26"
"233","Contra La Pared",88,"Sean Paul","Sean Paul feat. J Balvin","Contra La Pared",31,"Panamá",0.828,0.588,2,-7.14,1,0.118,0.0156,0,0.124,0.598,94.052,224681,4,"2019-03-14"
"234","La Playa",83,"Myke Towers","Myke Towers","La Playa",32,"Panamá",0.796,0.683,10,-2.754,0,0.15,0.108,0,0.107,0.353,140.108,207731,4,"2019-04-09"
"235","Con Altura",91,"ROSALÍA","ROSALÍA feat. J Balvin feat. El Guincho","Con Altura",33,"Panamá",0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,4,"2019-03-28"
"236","Loco Fefo",52,"Italian Somali","Italian Somali feat. Dubosky","Loco Fefo",34,"Panamá",0.903,0.844,2,-2.291,1,0.283,0.0308,1.14e-05,0.0834,0.91,109.968,156970,4,"2019-02-26"
"237","Un Año",74,"Sebastian Yatra","Sebastian Yatra feat. Reik","FANTASÍA",35,"Panamá",0.773,0.378,1,-7.062,0,0.0531,0.14,0,0.133,0.513,94.946,163813,4,"2019-04-12"
"238","I Don't Care (with Justin Bieber)",99,"Ed Sheeran","Ed Sheeran feat. Justin Bieber","I Don't Care (with Justin Bieber)",36,"Panamá",0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947,4,"2019-05-10"
"239","Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles)",78,"Paulo Londra","Paulo Londra feat. Ghetto feat. Justin Quiles","Homerun",37,"Panamá",0.86,0.697,1,-4.727,1,0.0718,0.102,0,0.159,0.586,129.978,268794,4,"2019-05-23"
"240","Te Soñé De Nuevo",80,"Ozuna","Ozuna","Te Soñé De Nuevo",38,"Panamá",0.772,0.683,7,-2.867,0,0.107,0.0533,0,0.0936,0.773,168.04,199813,4,"2019-06-06"
"241","Amanece",86,"Anuel Aa","Anuel Aa feat. Haze","Amanece",39,"Panamá",0.79,0.631,8,-5.549,0,0.0425,0.437,0,0.158,0.889,94.039,190005,4,"2018-12-14"
"242","La Niña",70,"Sech","Sech","Sueños",40,"Panamá",0.784,0.675,0,-5.993,1,0.0937,0.365,0,0.335,0.579,113.27,163211,5,"2019-04-19"
"243","Desconocidos",73,"Mau y Ricky","Mau y Ricky feat. Manuel Turizo feat. Camilo","Para Aventuras y Curiosidades",41,"Panamá",0.719,0.753,7,-4.891,1,0.179,0.118,4.21e-06,0.212,0.675,174.107,204564,4,"2019-05-03"
"244","HP",83,"Maluma","Maluma","11:11",42,"Panamá",0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,184436,4,"2019-05-17"
"245","Old Town Road - Remix",98,"Lil Nas X","Lil Nas X feat. Billy Ray Cyrus","Old Town Road",43,"Panamá",0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,157067,4,"2019-04-05"
"246","Te Vi",87,"Piso 21","Piso 21 feat. Micro Tdh","Te Vi",44,"Panamá",0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,0.706,102.02,231848,4,"2018-12-14"
"247","Adan y Eva",74,"Paulo Londra","Paulo Londra","Homerun",45,"Panamá",0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0745,0.72,171.993,256972,4,"2019-05-23"
"248","Ella Quiere Beber - Remix",85,"Anuel Aa","Anuel Aa feat. Romeo Santos","Ella Quiere Beber (Remix)",46,"Panamá",0.75,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.697,95.239,219357,4,"2018-11-02"
"249","La Boca",84,"Mau y Ricky","Mau y Ricky feat. Camilo","Para Aventuras y Curiosidades",47,"Panamá",0.618,0.795,2,-1.8,1,0.113,0.0655,0,0.309,0.76,185.901,206279,4,"2019-05-03"
"250","Lollipop",53,"Boza","Boza feat. Faster","Lollipop",48,"Panamá",0.667,0.935,10,-2.98,0,0.164,0.365,0,0.105,0.877,194.115,227653,4,"2018-11-20"
"251","Qué Más Pues",75,"Sech","Sech feat. Justin Quiles","The Sensation",49,"Panamá",0.563,0.565,8,-5.514,0,0.376,0.065,0.000169,0.0855,0.818,169.841,203667,4,"2018-12-06"
"252","X Ti",68,"Sech","Sech","Sueños",50,"Panamá",0.731,0.592,6,-4.017,0,0.0992,0.277,1.1e-06,0.108,0.757,169.874,173993,4,"2019-04-19"
"253","MIA (feat. Drake)",87,"Bad Bunny","Bad Bunny feat. Drake","MIA (feat. Drake)",1,"Nicaragua",0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,"2018-10-11"
"254","Solo de Mi",74,"Bad Bunny","Bad Bunny","X 100PRE",2,"Nicaragua",0.743,0.73,10,-4.314,0,0.125,0.287,8.1e-05,0.0778,0.15,179.972,197968,4,"2018-12-23"
"255","Calma - Remix",91,"Pedro Capó","Pedro Capó feat. Farruko","Calma (Remix)",3,"Nicaragua",0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4,"2018-10-05"
"256","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",88,"DJ Snake","DJ Snake feat. Selena Gomez feat. Ozuna feat. Cardi B","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",4,"Nicaragua",0.841,0.798,1,-4.206,0,0.229,0.153,3.33e-06,0.0618,0.591,95.948,212500,4,"2018-09-28"
"257","NI BIEN NI MAL",82,"Bad Bunny","Bad Bunny","X 100PRE",5,"Nicaragua",0.826,0.449,5,-8.33,0,0.0674,0.556,1.85e-05,0.273,0.337,128.028,236216,4,"2018-12-23"
"258","Si Estuviésemos Juntos",81,"Bad Bunny","Bad Bunny","X 100PRE",6,"Nicaragua",0.672,0.594,1,-6.813,0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,169248,4,"2018-12-23"
"259","Adan y Eva",86,"Paulo Londra","Paulo Londra","Adan y Eva",7,"Nicaragua",0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0676,0.72,171.993,258639,4,"2018-11-05"
"260","Ella Quiere Beber - Remix",52,"Anuel Aa","Anuel Aa feat. Romeo Santos","Ella Quiere Beber (Remix)",8,"Nicaragua",0.751,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.698,95.239,219357,4,"2018-11-02"
"261","Otra Noche en Miami",75,"Bad Bunny","Bad Bunny","X 100PRE",9,"Nicaragua",0.514,0.646,1,-8.833,1,0.275,0.197,2.3e-05,0.0958,0.297,88.661,233128,4,"2018-12-23"
"262","Ni Gucci Ni Prada",79,"Kenny Man","Kenny Man","Ni Gucci Ni Prada",10,"Nicaragua",0.799,0.676,2,-5.644,1,0.169,0.41,0.000777,0.325,0.91,104.956,175200,4,"2018-09-14"
"263","200 Mph",76,"Bad Bunny","Bad Bunny feat. Diplo feat. Nitti Gritti","X 100PRE",11,"Nicaragua",0.85,0.5,8,-6.708,1,0.0665,0.0139,0.000384,0.0947,0.816,160.02,170509,4,"2018-12-23"
"264","Caro",79,"Bad Bunny","Bad Bunny","X 100PRE",12,"Nicaragua",0.651,0.575,0,-7.739,1,0.299,0.627,0.000202,0.0961,0.248,160.007,229456,4,"2018-12-23"
"265","¿Quien Tu Eres?",70,"Bad Bunny","Bad Bunny","X 100PRE",13,"Nicaragua",0.727,0.58,2,-6.804,0,0.136,0.185,3.58e-06,0.125,0.325,137.048,159229,4,"2018-12-23"
"266","BEBE",80,"6ix9ine","6ix9ine feat. Anuel Aa","DUMMY BOY",14,"Nicaragua",0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,217822,4,"2018-11-27"
"267","Bubalu",80,"Becky G","Becky G feat. Prince Royce feat. DJ Luian feat. Mambo Kingz feat. Anuel Aa","Bubalu",15,"Nicaragua",0.8,0.355,6,-10.47,0,0.0895,0.616,0,0.118,0.253,145.929,228493,4,"2018-11-06"
"268","Vaina Loca",82,"Ozuna","Ozuna feat. Manuel Turizo","Aura",16,"Nicaragua",0.754,0.805,6,-4.249,1,0.0752,0.315,0,0.203,0.555,93.983,176133,4,"2018-08-24"
"269","Estamos Bien",76,"Bad Bunny","Bad Bunny","X 100PRE",17,"Nicaragua",0.759,0.536,9,-6.663,0,0.173,0.821,4.57e-06,0.107,0.439,119.883,208080,4,"2018-12-23"
"270","Tenemos Que Hablar",70,"Bad Bunny","Bad Bunny","X 100PRE",18,"Nicaragua",0.855,0.512,11,-8.165,1,0.0534,0.146,0.000854,0.107,0.144,146.075,224512,4,"2018-12-23"
"271","Culpables",79,"Karol G","Karol G feat. Anuel Aa","Culpables",19,"Nicaragua",0.728,0.801,8,-2.942,0,0.0683,0.279,4.71e-06,0.143,0.416,130.059,226627,4,"2018-09-14"
"272","Quiere Beber",44,"Anuel Aa","Anuel Aa","Real Hasta la Muerte",20,"Nicaragua",0.773,0.57,8,-3.482,1,0.113,0.372,0.00524,0.108,0.772,95.038,187125,4,"2018-07-17"
"273","La Romana",80,"Bad Bunny","Bad Bunny feat. El Alfa","X 100PRE",21,"Nicaragua",0.655,0.725,0,-5.497,1,0.188,0.0327,0.00264,0.0611,0.326,125.8,300579,4,"2018-12-23"
"274","Ser Bichote",70,"Bad Bunny","Bad Bunny","X 100PRE",22,"Nicaragua",0.785,0.626,4,-8.03,0,0.0675,0.158,4.6e-06,0.181,0.183,154.946,193211,4,"2018-12-23"
"275","Cuando Perriabas",75,"Bad Bunny","Bad Bunny","X 100PRE",23,"Nicaragua",0.787,0.705,0,-7.582,1,0.0695,0.137,1.06e-06,0.108,0.499,81.998,188654,4,"2018-12-23"
"276","Como Antes",70,"Bad Bunny","Bad Bunny","X 100PRE",24,"Nicaragua",0.767,0.379,0,-10.348,1,0.0385,0.668,0.000145,0.217,0.252,103.956,230578,4,"2018-12-23"
"277","Feliz Navidad",46,"José Feliciano","José Feliciano","The Definite Best",25,"Nicaragua",0.485,0.857,2,-7.059,1,0.0442,0.534,0,0.347,0.963,148.749,182360,4,"2001-09-03"
"278","RLNDT",69,"Bad Bunny","Bad Bunny","X 100PRE",26,"Nicaragua",0.6,0.528,0,-6.554,1,0.0308,0.263,0,0.588,0.142,108.025,284853,4,"2018-12-23"
"279","Adictiva",83,"Daddy Yankee","Daddy Yankee feat. Anuel Aa","Adictiva",27,"Nicaragua",0.788,0.771,4,-3.206,0,0.0563,0.291,5.62e-05,0.172,0.701,99.038,207853,4,"2018-11-09"
"280","thank u, next",58,"Ariana Grande","Ariana Grande","thank u, next",28,"Nicaragua",0.724,0.647,1,-5.642,1,0.0658,0.28,0,0.102,0.435,106.96,207333,4,"2018-11-03"
"281","Cuando Te Besé",80,"Becky G","Becky G feat. Paulo Londra","Cuando Te Besé",29,"Nicaragua",0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-06,0.106,0.295,100.048,254383,4,"2018-08-02"
"282","Mocca",68,"Lalo Ebratt","Lalo Ebratt feat. Trapical","Mocca",30,"Nicaragua",0.786,0.695,1,-5.343,0,0.353,0.185,0,0.123,0.591,97.957,200293,4,"2018-04-27"
"283","Te Boté - Remix",83,"Nio Garcia","Nio Garcia feat. Casper Magico feat. Bad Bunny feat. Darell feat. Ozuna feat. Nicky Jam","Te Boté (Remix)",31,"Nicaragua",0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920,4,"2018-04-13"
"284","Asesina - Remix",79,"Brytiago","Brytiago feat. Daddy Yankee feat. Ozuna feat. Darell feat. Anuel Aa","Asesina (Remix)",32,"Nicaragua",0.825,0.69,10,-4.252,0,0.226,0.589,0,0.413,0.516,94.194,327467,4,"2018-10-31"
"285","Desconocidos",85,"Mau y Ricky","Mau y Ricky feat. Manuel Turizo feat. Camilo","Desconocidos",33,"Nicaragua",0.709,0.771,7,-4.598,1,0.166,0.146,3.29e-06,0.249,0.709,174.006,204453,4,"2018-10-12"
"286","Hipócrita",43,"Anuel Aa","Anuel Aa feat. Zion","Real Hasta la Muerte",34,"Nicaragua",0.79,0.858,2,-2.78,1,0.0471,0.303,0,0.61,0.79,92.05,192000,4,"2018-07-17"
"287","I Like It",86,"Cardi B","Cardi B feat. Bad Bunny feat. J Balvin","Invasion of Privacy",35,"Nicaragua",0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,253390,4,"2018-04-06"
"288","Imposible",78,"Luis Fonsi","Luis Fonsi feat. Ozuna","Imposible",36,"Nicaragua",0.786,0.764,11,-2.935,1,0.0798,0.122,0,0.102,0.913,90.979,163880,4,"2018-10-19"
"289","No Es Justo",76,"J Balvin","J Balvin feat. Zion & Lennox","Vibras",37,"Nicaragua",0.684,0.811,7,-4.494,1,0.0714,0.161,0.000363,0.0871,0.721,87.866,250840,4,"2018-05-25"
"290","Ya No Tiene Novio",79,"Sebastian Yatra","Sebastian Yatra feat. Mau y Ricky","Ya No Tiene Novio",38,"Nicaragua",0.632,0.832,7,-1.948,0,0.154,0.048,0,0.0705,0.784,182.184,198933,4,"2018-08-10"
"291","Girls Like You (feat. Cardi B)",79,"Maroon 5","Maroon 5 feat. Cardi B","Red Pill Blues (Deluxe)",39,"Nicaragua",0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235545,4,"2018-06-15"
"292","La Player (Bandolera)",78,"Zion & Lennox","Zion & Lennox","La Player (Bandolera)",40,"Nicaragua",0.769,0.838,2,-5.238,1,0.0633,0.16,0,0.0935,0.602,93.996,249609,4,"2018-02-16"
"293","All I Want for Christmas Is You",63,"Mariah Carey","Mariah Carey","Merry Christmas",41,"Nicaragua",0.335,0.625,7,-7.462,1,0.0386,0.164,0,0.0708,0.346,150.277,241107,4,"1994"
"294","Está Rico",76,"Marc Anthony","Marc Anthony feat. Will Smith feat. Bad Bunny","Está Rico",42,"Nicaragua",0.817,0.74,11,-4.566,0,0.283,0.266,0,0.0992,0.674,130.04,215151,4,"2018-09-28"
"295","Mala Mía",78,"Maluma","Maluma","Mala Mía",43,"Nicaragua",0.749,0.752,6,-4.883,1,0.345,0.31,0,0.232,0.901,180.049,183753,4,"2018-08-10"
"296","Bohemian Rhapsody - Remastered 2011",78,"Queen","Queen","A Night At The Opera (Deluxe Remastered Version)",44,"Nicaragua",0.397,0.396,3,-9.91,1,0.05,0.254,0,0.268,0.227,142.913,354320,4,"1975-11-21"
"297","Ibiza",78,"Ozuna","Ozuna feat. Romeo Santos","Aura",45,"Nicaragua",0.691,0.71,5,-5.144,1,0.334,0.254,0,0.108,0.726,192.046,200747,4,"2018-08-24"
"298","Toda - Remix",12,"Alex Rose","Alex Rose feat. Lenny Tavárez feat. Cazzu feat. Rauw Alejandro feat. Lyanno","Fresh",46,"Nicaragua",0.535,0.453,5,-7.5,0,0.136,0.178,0,0.0716,0.425,160.143,378021,4,"2018-06-23"
"299","Amanece",86,"Anuel Aa","Anuel Aa feat. Haze","Amanece",47,"Nicaragua",0.79,0.631,8,-5.549,0,0.0425,0.437,0,0.158,0.889,94.039,190005,4,"2018-12-14"
"300","Reggaeton",82,"J Balvin","J Balvin","Reggaeton",48,"Nicaragua",0.747,0.74,4,-4.325,0,0.191,0.0165,9.94e-05,0.101,0.552,176.059,158800,4,"2018-11-17"
"301","Mocca - Remix",73,"Lalo Ebratt","Lalo Ebratt feat. J Balvin feat. Trapical","Mocca (Remix)",49,"Nicaragua",0.732,0.758,11,-1.694,1,0.189,0.213,0,0.388,0.78,98.007,202876,4,"2018-10-05"
"302","Desde el Corazón",70,"Bad Bunny","Bad Bunny","Más de un Siglo",50,"Nicaragua",0.739,0.663,10,-6.398,0,0.266,0.0529,0,0.198,0.368,180.025,127040,4,"2018-12-03"
"303","Calma - Remix",91,"Pedro Capó","Pedro Capó feat. Farruko","Calma (Remix)",1,"México",0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4,"2018-10-05"
"304","Adan y Eva",86,"Paulo Londra","Paulo Londra","Adan y Eva",2,"México",0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0676,0.72,171.993,258639,4,"2018-11-05"
"305","MIA (feat. Drake)",87,"Bad Bunny","Bad Bunny feat. Drake","MIA (feat. Drake)",3,"México",0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,"2018-10-11"
"306","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",88,"DJ Snake","DJ Snake feat. Selena Gomez feat. Ozuna feat. Cardi B","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",4,"México",0.841,0.798,1,-4.206,0,0.229,0.153,3.33e-06,0.0618,0.591,95.948,212500,4,"2018-09-28"
"307","Ella Quiere Beber - Remix",52,"Anuel Aa","Anuel Aa feat. Romeo Santos","Ella Quiere Beber (Remix)",5,"México",0.751,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.698,95.239,219357,4,"2018-11-02"
"308","Desconocidos",85,"Mau y Ricky","Mau y Ricky feat. Manuel Turizo feat. Camilo","Desconocidos",6,"México",0.709,0.771,7,-4.598,1,0.166,0.146,3.29e-06,0.249,0.709,174.006,204453,4,"2018-10-12"
"309","Baby Girl (feat. Lalo Ebratt)",76,"Mario Bautista","Mario Bautista feat. Lalo Ebratt","Baby Girl (feat. Lalo Ebratt)",7,"México",0.804,0.705,1,-5.272,1,0.199,0.0275,0.000138,0.202,0.45,103.009,218470,4,"2018-08-17"
"310","Amigos Con Derechos",75,"Reik","Reik feat. Maluma","Amigos Con Derechos",8,"México",0.686,0.807,1,-3.324,1,0.0613,0.0481,0,0.0652,0.63,183.971,227476,4,"2018-08-31"
"311","No Te Contaron Mal",75,"Christian Nodal","Christian Nodal","No Te Contaron Mal",9,"México",0.617,0.57,9,-3.074,0,0.0374,0.388,0,0.143,0.632,163.2,156947,4,"2018-09-07"
"312","Vaina Loca",82,"Ozuna","Ozuna feat. Manuel Turizo","Aura",10,"México",0.754,0.805,6,-4.249,1,0.0752,0.315,0,0.203,0.555,93.983,176133,4,"2018-08-24"
"313","A Través Del Vaso",74,"Grupo Arranke","Grupo Arranke","A Través Del Vaso",11,"México",0.612,0.694,5,-2.979,1,0.0297,0.358,1.31e-05,0.347,0.92,143.851,188662,3,"2017-10-25"
"314","Ya No Tiene Novio",79,"Sebastian Yatra","Sebastian Yatra feat. Mau y Ricky","Ya No Tiene Novio",12,"México",0.632,0.832,7,-1.948,0,0.154,0.048,0,0.0705,0.784,182.184,198933,4,"2018-08-10"
"315","BEBE",80,"6ix9ine","6ix9ine feat. Anuel Aa","DUMMY BOY",13,"México",0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,217822,4,"2018-11-27"
"316","Cuando Te Besé",80,"Becky G","Becky G feat. Paulo Londra","Cuando Te Besé",14,"México",0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-06,0.106,0.295,100.048,254383,4,"2018-08-02"
"317","thank u, next",58,"Ariana Grande","Ariana Grande","thank u, next",15,"México",0.724,0.647,1,-5.642,1,0.0658,0.28,0,0.102,0.435,106.96,207333,4,"2018-11-03"
"318","Puntos Suspensivos",78,"Piso 21","Piso 21","Ubuntu",16,"México",0.823,0.731,11,-3.399,0,0.103,0.175,0,0.131,0.952,152.024,186316,4,"2018-05-11"
"319","In My Mind",86,"Dynoro","Dynoro feat. Gigi D'Agostino","In My Mind",17,"México",0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,184560,4,"2018-06-08"
"320","Imposible",78,"Luis Fonsi","Luis Fonsi feat. Ozuna","Imposible",18,"México",0.786,0.764,11,-2.935,1,0.0798,0.122,0,0.102,0.913,90.979,163880,4,"2018-10-19"
"321","Adictiva",83,"Daddy Yankee","Daddy Yankee feat. Anuel Aa","Adictiva",19,"México",0.788,0.771,4,-3.206,0,0.0563,0.291,5.62e-05,0.172,0.701,99.038,207853,4,"2018-11-09"
"322","Sunflower - Spider-Man: Into the Spider-Verse",94,"Post Malone","Post Malone feat. Swae Lee","Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)",20,"México",0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,158040,4,"2018-12-14"
"323","Bubalu",80,"Becky G","Becky G feat. Prince Royce feat. DJ Luian feat. Mambo Kingz feat. Anuel Aa","Bubalu",21,"México",0.8,0.355,6,-10.47,0,0.0895,0.616,0,0.118,0.253,145.929,228493,4,"2018-11-06"
"324","Bohemian Rhapsody - Remastered 2011",78,"Queen","Queen","A Night At The Opera (Deluxe Remastered Version)",22,"México",0.397,0.396,3,-9.91,1,0.05,0.254,0,0.268,0.227,142.913,354320,4,"1975-11-21"
"325","Reggaeton",82,"J Balvin","J Balvin","Reggaeton",23,"México",0.747,0.74,4,-4.325,0,0.191,0.0165,9.94e-05,0.101,0.552,176.059,158800,4,"2018-11-17"
"326","No Es Justo",76,"J Balvin","J Balvin feat. Zion & Lennox","Vibras",24,"México",0.684,0.811,7,-4.494,1,0.0714,0.161,0.000363,0.0871,0.721,87.866,250840,4,"2018-05-25"
"327","Solo de Mi",74,"Bad Bunny","Bad Bunny","X 100PRE",25,"México",0.743,0.73,10,-4.314,0,0.125,0.287,8.1e-05,0.0778,0.15,179.972,197968,4,"2018-12-23"
"328","Happier",91,"Marshmello","Marshmello feat. Bastille","Happier",26,"México",0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,4,"2018-08-17"
"329","Rucón",70,"Aleman","Aleman","Eclipse",27,"México",0.863,0.59,1,-8.768,1,0.5,0.0196,0,0.093,0.579,161.98,168560,4,"2018-05-30"
"330","Sola",77,"Manuel Turizo","Manuel Turizo","Sola",28,"México",0.704,0.706,11,-5.233,0,0.111,0.483,0,0.0965,0.856,92.965,195044,4,"2018-11-09"
"331","En Peligro de Extinción",74,"La Adictiva Banda San José de Mesillas","La Adictiva Banda San José de Mesillas","En Peligro de Extinción",29,"México",0.709,0.483,0,-3.734,1,0.0281,0.219,2.33e-06,0.241,0.834,123.566,234198,4,"2018-06-18"
"332","Ponle",76,"Rvssian","Rvssian feat. Farruko feat. J Balvin","Ponle",30,"México",0.857,0.772,10,-4.736,0,0.194,0.187,0.00181,0.0851,0.589,94.028,164765,4,"2018-09-06"
"333","Te Boté - Remix",83,"Nio Garcia","Nio Garcia feat. Casper Magico feat. Bad Bunny feat. Darell feat. Ozuna feat. Nicky Jam","Te Boté (Remix)",31,"México",0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920,4,"2018-04-13"
"334","PPP",78,"Kevin Roldan","Kevin Roldan","PPP",32,"México",0.786,0.65,4,-6.839,1,0.109,0.363,8.17e-05,0.122,0.712,92.975,129040,4,"2018-09-07"
"335","Créeme",82,"Karol G","Karol G feat. Maluma","Créeme",33,"México",0.715,0.872,6,-3.501,1,0.0547,0.154,0.000146,0.11,0.682,96.939,212493,4,"2018-11-02"
"336","Promises (with Sam Smith)",85,"Calvin Harris","Calvin Harris feat. Sam Smith feat. Jessie Reyez","Promises (with Sam Smith)",34,"México",0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,213309,4,"2018-08-17"
"337","Mejor Me Alejo",66,"Banda Sinaloense MS de Sergio Lizárraga","Banda Sinaloense MS de Sergio Lizárraga","Con Todas Las Fuerzas",35,"México",0.823,0.378,0,-6.906,1,0.0431,0.206,3.95e-06,0.106,0.54,124.084,201960,4,"2018-09-14"
"338","Aerolínea Carrillo",74,"T3R Elemento","T3R Elemento feat. Gerardo Ortiz","The Green Trip",36,"México",0.669,0.561,1,-6.613,1,0.0318,0.337,0,0.198,0.867,114.405,174276,3,"2018-11-16"
"339","Mala Mía",78,"Maluma","Maluma","Mala Mía",37,"México",0.749,0.752,6,-4.883,1,0.345,0.31,0,0.232,0.901,180.049,183753,4,"2018-08-10"
"340","Me Rehúso",79,"Danny Ocean","Danny Ocean","Me Rehúso",38,"México",0.744,0.804,1,-6.327,1,0.0677,0.0231,0,0.0494,0.426,104.823,205715,4,"2017-06-16"
"341","Déjala que vuelva (feat. Manuel Turizo)",71,"Piso 21","Piso 21 feat. Manuel Turizo","Ubuntu",39,"México",0.681,0.788,1,-4.323,1,0.0785,0.0482,0,0.0753,0.839,170.019,220117,4,"2018-05-11"
"342","Ahora Te Puedes Marchar",75,"Luis Miguel","Luis Miguel","Soy Como Quiero Ser",40,"México",0.78,0.877,6,-3.683,0,0.0427,0.148,2.36e-06,0.0627,0.909,133.263,191973,4,"1987-07-15"
"343","Nunca Es Suficiente",67,"Los Angeles Azules","Los Angeles Azules feat. Natalia Lafourcade","Esto Sí Es Cumbia",41,"México",0.789,0.518,2,-5.417,0,0.0406,0.398,0,0.0891,0.78,94.001,266213,4,"2018-06-08"
"344","Sin Pijama",82,"Becky G","Becky G feat. Natti Natasha","Sin Pijama",42,"México",0.791,0.745,11,-3.695,0,0.0464,0.354,2.93e-05,0.104,0.82,94.014,188560,4,"2018-04-20"
"345","Culpables",79,"Karol G","Karol G feat. Anuel Aa","Culpables",43,"México",0.728,0.801,8,-2.942,0,0.0683,0.279,4.71e-06,0.143,0.416,130.059,226627,4,"2018-09-14"
"346","Cuando Nadie Ve",69,"Morat","Morat","Balas Perdidas",44,"México",0.806,0.778,1,-4.577,0,0.0616,0.133,0,0.218,0.84,95.993,219587,4,"2018-10-25"
"347","No Me Acuerdo",77,"Thalía","Thalía feat. Natti Natasha","Valiente",45,"México",0.837,0.784,7,-4.531,0,0.101,0.175,0,0.0897,0.748,94.036,217653,4,"2018-11-09"
"348","Te Vi",87,"Piso 21","Piso 21 feat. Micro Tdh","Te Vi",46,"México",0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,0.706,102.02,231848,4,"2018-12-14"
"349","Another One Bites The Dust - Remastered 2011",82,"Queen","Queen","The Game (2011 Remaster)",47,"México",0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967,214653,4,"1980-06-27"
"350","Natural",84,"Imagine Dragons","Imagine Dragons","Origins (Deluxe)",48,"México",0.704,0.611,2,-6.112,1,0.0409,0.217,0,0.0812,0.22,100,189467,4,"2018-11-09"
"351","Girls Like You (feat. Cardi B)",79,"Maroon 5","Maroon 5 feat. Cardi B","Red Pill Blues (Deluxe)",49,"México",0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235545,4,"2018-06-15"
"352","El Color de Tus Ojos",74,"Banda Sinaloense MS de Sergio Lizárraga","Banda Sinaloense MS de Sergio Lizárraga","La Mejor Versión De Mí",50,"México",0.765,0.339,8,-8.965,1,0.0365,0.278,0,0.131,0.864,123.95,202560,4,"2017-04-21"
